QID-DocID,TF-IDF,Okapi TF,BM25,Laplace,Jelinek-Mercer,Label
99-719,0.947337,1.355589,3.325664,-134.189724,-70.611194,2
99-1001,0.487221,0.531254,1.813956,-135.917453,-71.045604,3
99-1379,0.758469,1.19677,2.196812,-134.841632,-70.744595,3
99-639,0.001,0,0,0,0,-1
100-821,0.001,0.001,0.001,0,0,2
100-822,0.548709,0.613326,2.416672,-75.617143,-37.929359,2
100-824,0.001,0.001,0.001,0,0,2
100-820,0.18186,0.643383,0.827946,-75.485355,-38.279276,3
100-823,0.59444,0.664442,2.373663,-75.633538,-37.753842,3
100-825,0.362193,0.561259,1.118739,-75.848729,-38.010981,3
100-1122,0.646304,0.722414,2.932351,-75.236644,-37.69502,2
100-1051,1.466787,1.48746,5.887148,-73.335087,-36.517644,3
100-1121,0.6262,0.699943,2.649378,-75.451782,-37.699746,3
100-760,0.001,0,0,0,0,-1
101-817,0.001,0.001,0.001,0,0,2
101-818,0.581247,0.925833,1.962742,-109.498995,-59.601739,2
101-819,0.337625,0.398923,0.977889,-110.555225,-59.79036,2
101-820,0.001,0.001,0.001,0,0,3
101-825,0.385802,0.438268,1.505274,-110.463087,-59.721003,3
101-824,0.49291,0.656262,1.482938,-110.023386,-59.681267,2
101-760,0.001,0,0,0,0,-1
102-728,0.001,0.001,0.001,0,0,1
102-913,0.001,0.001,0.001,0,0,2
102-910,0.001,0.001,0.001,0,0,3
102-911,0.001,0.001,0.001,0,0,4
102-729,0.001,0,0,0,0,-1
103-826,0.328448,0.58163,1.215803,-118.655433,0,3
103-828,0.429833,0.001,1.328641,0,-63.756417,3
103-761,0.743311,0,0,0,0,-1
104-833,0.001,0.001,0.001,0,0,3
104-834,0.348249,0.508664,0.953554,-59.121873,-30.472956,3
104-835,0.32233,0.470806,0.899538,-59.147696,-30.599134,3
104-836,0.29344,0.362798,0.866395,-59.250045,-30.765111,3
104-837,0.001,0.001,0.001,0,0,3
104-762,0.001,0,0,0,0,-1
105-848,1.04627,1.053882,3.601907,-109.383994,-64.922704,3
105-844,1.44801,1.307026,6.039988,-108.078889,-64.373476,4
105-845,1.400665,1.375627,5.797085,-107.983055,-64.591847,4
105-846,1.187146,0.962983,4.977781,-109.040177,-64.924253,4
105-847,1.574847,1.495257,5.564669,-108.455791,-64.237785,4
105-764,1.569333,0,0,0,0,-1
106-847,0.165863,0.001,0.001,0,-33.852704,2
106-846,0.318451,0.786809,1.486759,-74.907088,-33.547963,3
106-849,0.001,0.001,0.001,0,0,3
106-844,0.001,0.001,0.001,0,0,4
106-845,0.220472,0.001,0.681492,0,-33.841506,4
106-764,0.001,0,0,0,0,-1
107-725,0.001,0.001,0.001,0,0,2
107-728,0.001,0.001,0.001,0,0,2
107-729,0.241106,0.001,0.715963,0,-62.567375,3
107-911,0.001,0.001,0.001,0,0,3
107-720,0.363929,0.001,1.101672,0,-62.480716,4
107-75,0.518392,0.784822,1.506626,-109.874557,-62.277184,4
107-909,0.292745,0.459995,0.82148,-110.454954,-62.500153,4
107-640,0.870699,0,0,0,0,-1
108-724,0.47452,0.71694,1.404305,-84.254473,-39.046205,2
108-726,0.267784,0.001,0.778798,0,-39.264609,2
108-727,0.606324,0.758845,2.175595,-83.97606,-38.965948,2
108-75,0.611344,0.784822,1.776776,-84.198976,-38.878554,3
108-909,0.001,0.001,0.001,0,0,3
108-720,0.363929,0.001,1.101672,0,-39.238773,4
108-723,0.249136,0.001,0.735153,0,-39.308399,4
108-640,0.309864,0,0,0,0,-1
109-860,0.227831,0.387352,0.66393,-93.459091,-59.180789,1
109-861,0.370833,0.387352,1.080659,-93.459091,-58.77743,1
109-606,0.352604,0.335458,1.056589,-93.559874,-58.893024,3
109-980,0.470098,0.447238,1.825722,-93.277037,-58.716545,3
109-12,0.460615,0.372929,1.35263,-93.484373,-58.439362,3
109-766,0.001,0,0,0,0,-1
110-862,0.001,0.001,0.001,0,0,1
110-863,0.368718,0.678189,1.463041,-67.058861,-35.46189,1
110-31,0.001,0.001,0.001,0,0,3
110-1174,0.001,0.001,0.001,0,0,4
110-766,0.605697,0,0,0,0,-1
111-15,0.197246,0.362798,0.582379,-50.686732,-22.463542,2
111-391,0.184214,0.387352,0.536826,-50.662619,-22.509279,2
111-864,0.001,0.001,0.001,0,0,2
111-914,0.001,0.001,0.001,0,0,3
111-392,0.001,0.001,0.001,0,0,3
111-627,0.282901,0.526599,1.055679,-50.286993,-22.363321,3
111-658,0.001,0.001,0.001,0,0,3
111-894,0.390618,0,0,0,0,-1
112-731,0.001,0.001,0.001,0,0,3
112-730,0.081627,0.266327,0.25417,-42.236716,-20.574432,4
112-641,0.001,0,0,0,0,-1
113-746,1.186356,1.960092,4.196409,-90.20746,-46.564589,3
113-748,1.098562,2.141378,4.228852,-89.261181,-46.575881,3
113-749,0.001,0.001,0.001,0,0,3
113-265,0.879334,1.194507,3.170798,-91.895794,-46.537834,3
113-643,0.001,0,0,0,0,-1
114-919,0.998514,1.608662,3.181837,-125.061111,-76.421776,1
114-916,0.764759,1.239626,2.492214,-125.788421,-76.705815,2
114-920,0.191682,0.678129,0.665523,-127.070595,-77.045104,3
114-921,1.451242,2.047284,6.392709,-123.393623,-75.607948,3
114-895,0.18678,0,0,0,0,-1
116-922,0.223413,0.551994,0.823374,-118.744925,-69.217177,1
116-360,0.966668,1.119365,3.910029,-117.27137,-68.166931,3
116-605,1.100441,1.778572,4.397752,-115.687044,-68.144583,3
116-927,0.575979,0.747347,1.878003,-117.92411,-68.971307,3
116-492,0.332257,0.820919,1.396939,-117.87907,-68.73413,4
116-896,0.686937,0,0,0,0,-1
118-923,0.248762,0.599286,1.024164,-144.287153,-87.012928,2
118-924,0.47156,0.755612,1.595546,-144.01994,-86.735082,3
118-925,0.984192,0.960423,2.733575,-143.924986,-84.932965,3
118-896,0.290754,0,0,0,0,-1
119-926,0.001,0.001,0.001,0,0,4
119-897,0.001,0,0,0,0,-1
120-829,1.156484,1.428266,4.172838,-99.652541,-53.638382,2
120-887,0.196166,0.402936,0.566973,-101.990741,-55.11169,2
120-890,0.001,0.001,0.001,0,0,2
120-885,0.001,0.001,0.001,0,0,3
120-886,0.001,0.001,0.001,0,0,3
120-888,0.189189,0.388605,0.001,-102.016084,-55.124629,3
120-889,0.001,0.398986,0.619721,-102.002315,0,4
120-1146,0.566633,0.52649,1.53787,-101.8282,-53.837585,2
120-891,0.882065,0.971137,2.660156,-100.771641,-53.952021,3
120-769,0.001,0,0,0,0,-1
121-885,0.681594,0.695188,2.683559,-67.03882,-52.652538,1
121-886,0.001,0.001,0.001,0,0,1
121-1146,0.516195,0.52649,1.40098,-67.654417,-52.903346,2
121-887,0.656287,0.669376,2.614665,-67.069631,-52.777759,1
121-888,0.745778,0.760652,3.219137,-66.681061,-52.482947,1
121-890,0.001,0.001,0.001,0,0,1
121-891,0.416276,0.323712,1.255417,-67.874241,-53.169828,1
121-769,0.985927,0,0,0,0,-1
122-931,0.001,0.001,0.001,0,0,4
122-932,0.280455,0.467146,0.784132,-84.797647,-40.720293,2
122-934,0.001,0.001,0.001,0,0,4
122-935,0.001,0.001,0.001,0,0,4
122-936,0.281899,0.34509,0.840307,-84.972399,-40.8845,2
122-937,0.001,0.001,0.001,0,0,2
122-938,0.001,0.001,0.001,0,0,2
122-957,0.001,0.001,0.001,0,0,3
122-1131,0.001,0.001,0.001,0,0,3
122-898,0.885262,0,0,0,0,-1
123-966,0.001,0.001,0.001,0,0,2
123-967,0.001,0.001,0.001,0,0,3
123-941,0.001,0,0,0,0,-1
126-974,0.15246,0.298767,0.466169,-67.921109,-42.335775,2
126-1326,0.001,0.001,0.001,0,0,2
126-187,0.001,0.001,0.001,0,0,3
126-969,0.799337,0.82808,2.296898,-67.057321,-41.4205,3
126-970,0.468098,0.763747,1.618213,-66.817973,-42.023121,3
126-971,0.177628,0.348088,0.52863,-67.83472,-42.296228,3
126-972,0.391453,0.611208,1.192395,-67.214383,-42.126424,3
126-973,0.001,0.001,0.001,0,0,3
126-942,0.001,0,0,0,0,-1
128-985,0.636718,1.380266,2.323433,-91.227989,-49.912045,3
128-990,1.148677,2.333399,4.671135,-88.516007,-49.127454,3
128-945,0.52299,0,0,0,0,-1
130-766,0.001,0.001,0.001,0,0,2
130-858,0.001,0.001,0.001,0,0,3
130-859,0.001,0.001,0.001,0,0,3
130-1008,0.308258,0.696531,1.212926,-49.931384,-25.801529,3
130-12,0.646861,0.745859,1.899556,-49.983262,-25.284607,3
130-948,0.001,0,0,0,0,-1
131-1014,0.001,0.001,0.001,0,0,2
131-1020,0.001,0.001,0.001,0,0,2
131-1013,0.001,0.001,0.001,0,0,3
131-1016,0.684336,0.609366,2.453483,-110.082162,-54.106537,3
131-1017,0.001,0.001,0.001,0,0,3
131-1012,0.001,0.001,0.001,0,0,4
131-1018,0.001,0.001,0.001,0,0,3
131-1019,1.041955,1.293691,4.736003,-108.026843,-53.868111,3
131-950,0.001,0,0,0,0,-1
132-1014,0.001,0.482138,0.001,-101.877194,0,1
132-1013,0.001,0.001,0.001,0,0,3
132-1015,0.001,0.001,0.001,0,0,3
132-1016,0.001,0.001,0.001,0,0,3
132-1012,0.001,0.001,0.001,0,0,4
132-1018,0.25142,0.367232,0.740566,-102.05744,-55.310324,4
132-1019,0.289497,0.422849,1.138582,-101.926337,-55.28627,4
132-1017,0.355851,0.519767,1.332391,-101.686329,-55.124276,3
132-951,0.392519,0.411207,1.129576,-101.976895,-55.030405,3
132-1023,0.32233,0.470806,0.899538,-101.891155,-55.094475,3
132-1020,0.001,0.001,0.001,0,0,4
132-952,0.001,0.001,0.001,0,0,4
132-1024,0.697022,1.07689,2.378992,-100.418374,-54.84527,4
132-1025,0.211377,0.001,0.642752,0,-55.387686,3
132-1026,0.001,0.001,0.001,0,0,3
132-950,0.001,0,0,0,0,-1
133-1020,1.409498,1.662049,4.440463,-125.245838,-72.54975,1
133-1018,1.084509,1.101696,3.194461,-126.358792,-72.329504,2
133-1019,1.420102,1.750754,5.030218,-124.216838,-72.330538,2
133-1024,0.701558,0.934464,2.696954,-126.431876,-73.436279,3
133-1012,0.624084,0.537191,2.316738,-127.339621,-73.464209,4
133-1016,0.270244,0.438193,0.76687,-127.592362,-73.900405,4
133-1022,0.343561,0.461762,0.963208,-127.551759,-73.834475,4
133-950,0.456953,0,0,0,0,-1
135-1018,0.001,0.001,0.001,0,0,1
135-1017,0.001,0.001,0.001,0,0,4
135-1023,0.001,0.001,0.001,0,0,4
135-1024,0.001,0.001,0.001,0,0,4
135-1025,0.279255,0.001,0.849155,0,-57.934085,4
135-1026,0.001,0.001,0.001,0,0,4
135-950,0.001,0.001,0.001,0,0,4
135-1016,0.001,0.001,0.001,0,0,4
135-951,0.001,0,0,0,0,-1
136-1021,0.001,0.001,0.001,0,0,1
136-1022,0.001,0.001,0.001,0,0,4
136-1034,0.001,0.001,0.001,0,0,4
136-951,0.001,0,0,0,0,-1
137-1029,0.001,0.001,0.001,0,0,2
137-1034,0.001,0.001,0.001,0,0,3
137-951,0.3544,0.411207,1.019878,-84.865221,-47.601236,3
137-1021,0.001,0.001,0.001,0,0,3
137-952,0.298952,0,0,0,0,-1
138-846,0.001,0.001,0.001,0,0,1
138-1036,0.196231,0.412619,0.564288,-59.196363,-28.602029,1
138-953,0.566717,0,0,0,0,-1
139-1031,0.1645,0.396293,0.477115,-42.096609,-24.270064,2
139-1032,0.001,0.001,0.001,0,0,2
139-1035,0.001,0.001,0.001,0,0,2
139-1037,0.001,0.001,0.001,0,0,4
139-953,0.199335,0,0,0,0,-1
140-1038,0.505914,0.418364,1.450468,-136.184841,-86.556988,1
140-1039,1.321328,1.284706,4.888581,-133.899228,-85.704145,1
140-1041,0.386177,0.777209,1.124627,-135.559347,-87.170887,2
140-1042,0.001,0.001,0.001,0,0,2
140-1043,0.735073,1.31346,2.645883,-134.232269,-86.759139,4
140-1044,0.999052,0.895229,3.526535,-135.221251,-85.726117,4
140-954,0.001,0,0,0,0,-1
141-1038,0.001,0.001,0.001,0,0,1
141-1041,0.340876,0.94831,1.122978,-126.594779,-73.098312,1
141-1043,1.124668,1.640697,3.818569,-124.968957,-71.934022,2
141-1044,1.053787,1.088394,3.111357,-126.370255,-71.698501,2
141-1039,0.799659,1.235468,2.879328,-125.424339,-72.812265,3
141-1042,0.001,0.001,0.001,0,0,3
141-954,0.507245,0,0,0,0,-1
142-1042,0.001,0.001,0.001,0,0,1
142-954,0.469447,0,0,0,0,-1
143-1043,0.192473,0.327238,0.579345,-50.727843,-26.403705,1
143-1044,0.001,0.001,0.001,0,0,1
143-954,1.186349,0,0,0,0,-1
145-763,0.242692,0.412619,0.697894,-67.752008,-32.323606,2
145-838,0.258677,0.439796,0.73344,-67.724246,-32.279703,2
145-839,0.001,0.001,0.001,0,0,2
145-1045,0.001,0.001,0.001,0,0,3
145-743,0.882445,0.913812,3.100768,-66.702513,-31.201328,3
145-852,0.001,0.001,0.001,0,0,4
145-841,0.37555,0.638501,1.328079,-67.292473,-31.95518,2
145-955,0.001,0,0,0,0,-1
146-840,0.001,0.001,0.001,0,0,1
146-1045,0.001,0.001,0.001,0,0,3
146-955,0.001,0,0,0,0,-1
147-889,0.684815,0.819601,2.82459,-117.98183,-71.19206,3
147-1046,0.001,0.001,0.001,0,0,3
147-1048,0.001,0.001,0.001,0,0,3
147-1047,0.234852,0.196618,0.761329,-119.922568,-71.545535,4
147-1049,0.001,0.001,0.001,0,0,4
147-1051,0.38694,0.744516,1.338548,-118.30691,-71.57578,4
147-1050,0.001,0.001,0.001,0,0,3
147-843,0.771392,0.930045,2.897927,-117.889586,-70.988898,3
147-926,0.001,0.001,0.001,0,0,4
147-822,0.225522,0.5433,0.953926,-118.743943,-71.652435,4
147-956,0.160272,0,0,0,0,-1
148-889,0.001,0.001,0.001,0,0,2
148-1048,0.001,0.001,0.001,0,0,2
148-1050,0.249057,0.446329,0.703792,-93.372268,-64.337018,2
148-1046,0.245411,0.439796,0.695827,-93.380769,-64.350166,3
148-1049,0.001,0.001,0.001,0,0,3
148-843,0.001,0.001,0.001,0,0,3
148-956,0.001,0,0,0,0,-1
149-1057,0.548644,0.719084,1.622733,-75.688679,-40.198355,3
149-1058,0.916591,0.873202,2.603143,-75.586749,-39.831373,3
149-1059,0.996438,0.927411,3.972091,-74.890148,-39.893596,3
149-1052,2.236356,2.012335,9.02087,-72.441646,-37.480011,4
149-930,2.117647,1.91604,7.82879,-72.602789,-37.618184,3
149-931,0.892317,0.797471,3.615025,-75.306086,-39.35652,3
149-934,2.472618,2.425426,10.811091,-70.865404,-37.979402,3
149-936,1.792698,1.635829,7.032301,-73.410112,-38.976077,3
149-937,1.699129,1.613433,6.399073,-73.656581,-39.046858,3
149-938,1.594255,1.624019,5.248674,-74.181322,-38.617162,3
149-1131,3.161579,3.429563,12.009175,-69.769876,-36.75651,3
149-957,1.939612,0,0,0,0,-1
150-1074,0.529773,0.831928,1.779862,-101.036557,-61.650905,3
150-1075,0.369574,0.759125,1.721269,-100.776054,-61.716755,3
150-1062,0.19357,0,0,0,0,-1
152-1076,0.001,0.001,0.001,0,0,1
152-1077,0.001,0.001,0.001,0,0,3
152-569,0.001,0.001,0.001,0,0,3
152-572,0.308554,0.201902,0.997147,-59.594376,-37.829513,3
152-687,0.001,0.001,0.001,0,0,4
152-655,0.001,0.001,0.001,0,0,3
152-1062,0.001,0,0,0,0,-1
153-1078,0.001,0.001,0.001,0,0,3
153-1083,0.001,0.001,0.001,0,0,3
153-1084,0.001,0.001,0.001,0,0,3
153-1080,0.865353,0.558405,3.179271,-41.69786,-26.47861,4
153-1081,0.001,0.001,0.001,0,0,4
153-1082,0.001,0.001,0.001,0,0,4
153-1085,0.001,0.001,0.001,0,0,3
153-1063,0.001,0,0,0,0,-1
154-1087,0.001,0.001,0.001,0,0,2
154-1088,0.001,0.001,0.001,0,0,3
154-1063,0.334497,0,0,0,0,-1
155-1103,0.653995,0.436601,1.857363,-67.727336,-42.036628,1
155-1100,0.270818,0.652419,1.087445,-67.091128,-43.056,2
155-983,0.176738,0.425774,0.504762,-67.738139,-43.234947,3
155-1101,0.001,0.001,0.001,0,0,3
155-1104,0.001,0.001,0.001,0,0,3
155-1099,0.189492,0.4565,0.532689,-67.708781,-43.201484,4
155-1065,0.001,0,0,0,0,-1
156-983,0.001,0.001,0.001,0,0,1
156-1102,0.001,0.001,0.001,0,0,1
156-1097,0.333558,0.540855,1.412593,-32.938882,-18.193413,2
156-1100,0.001,0.001,0.001,0,0,2
156-274,0.001,0.001,0.001,0,0,2
156-1096,0.001,0.001,0.001,0,0,3
156-1098,0.305997,0.496164,1.159273,-33.179771,-18.229435,3
156-1099,0.001,0.001,0.001,0,0,3
156-1103,0.001,0.001,0.001,0,0,4
156-982,0.001,0.001,0.001,0,0,4
156-1104,0.001,0.001,0.001,0,0,1
156-553,0.196466,0.318564,0.594186,-33.595093,-18.404152,2
156-1101,0.001,0.001,0.001,0,0,3
156-82,0.001,0.001,0.001,0,0,3
156-1065,0.001,0,0,0,0,-1
157-273,1.22624,1.595693,3.551655,-117.03335,-73.705448,2
157-1105,0.001,0.001,0.001,0,0,2
157-1106,0.001,0.001,0.001,0,0,2
157-93,0.001,0.001,0.001,0,0,3
157-161,0.915261,0.474524,2.549443,-118.983111,-72.519397,3
157-302,0.001,0.001,0.001,0,0,3
157-122,0.498212,0.548453,1.544429,-118.783302,-74.782088,4
157-666,0.568209,0.860291,1.938719,-118.13734,-74.734499,4
157-1107,0.001,0.001,0.001,0,0,2
157-556,0.632079,0.640524,1.909855,-118.617245,-74.538042,2
157-25,0.325464,0.41353,1.048799,-119.153071,-75.101793,2
157-1011,0.001,0.001,0.001,0,0,3
157-19,0.788695,0.923524,2.211186,-118.308951,-74.008916,3
157-35,0.544762,0.692167,1.623,-118.542805,-74.724547,3
157-1355,0.001,0.001,0.001,0,0,4
157-372,0.406779,0.65958,1.627971,-118.433084,-74.768713,2
157-410,0.001,0.001,0.001,0,0,2
157-456,0.928968,0.700483,3.430055,-118.385695,-73.519892,2
157-36,0.959448,0.892961,3.238585,-118.097298,-73.989083,3
157-44,0.001,0.001,0.001,0,0,3
157-215,0.694536,0.701955,2.726111,-118.344144,-74.192009,3
157-626,0.001,0.001,0.001,0,0,2
157-1151,0.513967,0.73898,1.512079,-118.484037,-74.844081,2
157-354,0.225791,0.366114,0.665475,-119.185213,-75.195579,3
157-369,0.170288,0.276117,0.527321,-119.468586,-75.288269,3
157-370,0.556944,0.782285,1.983455,-118.246207,-74.801808,3
157-421,0.203478,0.329933,0.611567,-119.281195,-75.237731,3
157-557,0.282618,0.365002,0.833457,-119.187888,-75.093292,3
157-605,0.500325,0.667191,1.50076,-118.577416,-74.853445,3
157-655,0.001,0.001,0.001,0,0,3
157-657,0.313039,0.404291,0.904125,-119.102031,-75.017551,3
157-689,0.251918,0.408478,0.998247,-119.149371,-75.189735,3
157-1307,0.001,0.001,0.001,0,0,3
157-318,0.428649,0.357404,1.269281,-119.206599,-74.697022,3
157-423,0.23219,0.376489,0.935757,-119.27905,-75.222143,3
157-1304,0.522116,0.719661,2.295323,-118.155987,-74.422848,3
157-160,0.001,0.001,0.001,0,0,3
157-482,0.001,0.001,0.001,0,0,3
157-572,0.790757,1.136339,3.409771,-116.886168,-74.611698,3
157-1006,0.260738,0,0,0,0,-1
158-302,0.001,0.001,0.001,0,0,1
158-1011,0.374925,0.463543,1.050186,-42.054187,-24.638713,1
158-552,0.241051,0.298026,0.737352,-42.191705,-24.968737,2
158-998,0.001,0.001,0.001,0,0,3
158-1009,0.001,0.001,0.001,0,0,3
158-1010,0.001,0.001,0.001,0,0,3
158-273,0.322659,0.398923,0.934542,-42.094688,-24.802524,4
158-556,0.001,0.001,0.001,0,0,4
158-1006,0.001,0,0,0,0,-1
160-1134,0.287896,0.249726,0.904957,-33.673086,-16.98634,3
160-1137,0.494438,0.428885,1.938524,-33.237055,-16.62404,3
160-1138,0.544902,0.472658,1.51925,-33.500845,-16.284109,3
160-1135,0.001,0.001,0.001,0,0,4
160-1136,0.001,0.001,0.001,0,0,4
160-1071,0.001,0,0,0,0,-1
161-54,0.809913,0.727733,2.95133,-92.594219,-49.489996,2
161-1386,0.21744,0.275484,0.673574,-93.721703,-50.332235,2
161-562,0.871266,1.115527,3.200587,-91.611325,-49.632823,3
161-336,0.001,0.001,0.001,0,0,3
161-55,0.446667,0.352168,1.326375,-93.524286,-49.799183,4
161-996,0.846223,1.104264,3.377862,-91.353568,-49.753499,4
161-489,0.001,0,0,0,0,-1
163-20,0.001,0.001,0.001,0,0,3
163-56,0.001,0.001,0.001,0,0,3
163-57,0.239602,0.57722,0.996933,-75.774166,-43.243004,3
163-492,0.001,0,0,0,0,-1
164-311,0.001,0.001,0.001,0,0,2
164-415,0.001,0.001,0.001,0,0,3
164-416,0.001,0.5088,1.041083,-110.272548,0,3
164-798,0.633315,1.229653,2.9105,-107.33104,-59.343119,3
164-316,0.516393,1.056992,1.843585,-109.17642,-59.21584,4
164-335,0.386543,0.812794,1.685254,-109.264951,-59.129224,4
164-1364,0.732667,1.241669,3.134335,-108.11655,-59.028686,3
164-1367,0.001,0.001,0.001,0,0,3
164-503,0.001,0,0,0,0,-1
165-71,0.001,0.001,0.001,0,0,1
165-72,0.467836,0.670143,1.677387,-84.09221,-44.169505,1
165-504,1.149424,0,0,0,0,-1
167-274,0.904648,1.381917,3.337484,-150.953905,-89.902716,2
167-82,0.001,0.001,0.001,0,0,3
167-509,0.001,0,0,0,0,-1
168-217,0.370858,1.133976,1.384123,-91.67998,-56.578677,1
168-774,0.001,0.785741,0.904406,-92.417642,-56.584165,1
168-750,0.001,0,0,0,0,-1
169-118,0.001,0.001,0.001,0,0,1
169-157,0.158402,0.269311,0.492401,-67.987163,-37.239143,1
169-774,0.001,0.001,0.001,0,0,1
169-775,0.001,0.001,0.001,0,0,1
169-750,0.001,0,0,0,0,-1
170-139,0.33232,0.354244,0.985716,-93.520091,-58.297406,2
170-238,0.001,0.001,0.001,0,0,2
170-239,0.001,0.001,0.001,0,0,3
170-904,0.299643,0.319411,0.905807,-93.597431,-58.374389,3
170-906,1.174504,0.964276,3.258992,-92.636518,-56.034025,3
170-672,0.436538,0.465338,1.221652,-93.348857,-57.955525,3
170-893,0.722021,0,0,0,0,-1
171-252,1.757338,1.976552,7.501745,-54.470939,-29.28358,1
171-431,2.178412,2.403712,9.172721,-54.288701,-28.879901,1
171-141,1.746616,1.880604,5.384849,-56.697972,-29.296006,4
171-516,1.360804,0,0,0,0,-1
173-367,0.529471,0.567636,1.936571,-118.712704,-67.321498,1
173-451,1.291599,1.17874,4.354652,-117.618514,-65.57465,1
173-532,0.001,0,0,0,0,-1
175-351,0.769182,0.64657,3.097,-127.023242,-80.556851,2
175-966,0.460107,0.523376,1.436456,-127.425684,-81.150462,2
175-967,1.095332,1.047297,3.257979,-126.407451,-80.344671,2
175-964,0.001,0.001,0.001,0,0,3
175-965,0.001,0.001,0.001,0,0,3
175-941,0.001,0,0,0,0,-1
176-582,0.558632,0.430348,1.591669,-76.286843,-45.956918,1
176-583,0.001,0.001,0.001,0,0,1
176-584,0.001,0.001,0.001,0,0,3
176-585,0.001,0.001,0.001,0,0,3
176-978,0.001,0.001,0.001,0,0,4
176-586,1.343139,1.294265,5.364572,-74.311782,-44.929091,1
176-982,0.711748,0.598291,2.931688,-75.736652,-46.259971,1
176-542,0.29933,0,0,0,0,-1
177-588,0.295409,0.731639,1.110718,-75.269613,-38.900794,2
177-589,0.444453,0.713128,1.483481,-75.450011,-38.604633,2
177-592,0.001,0.001,0.001,0,0,3
177-772,0.440982,1.069725,1.499485,-74.935204,-38.565876,3
177-590,0.448126,0.465338,1.254082,-76.250311,-38.427278,4
177-543,0.45658,0,0,0,0,-1
181-973,0.268123,0.400252,0.776043,-76.323228,-46.189162,2
181-974,0.39265,0.758845,1.447336,-75.399278,-46.129375,2
181-409,0.001,0.001,0.001,0,0,2
181-997,0.001,0.001,0.001,0,0,3
181-1061,0.067503,0.23881,0.213517,-76.667564,-46.501368,3
181-942,0.152526,0,0,0,0,-1
182-685,0.869482,1.354501,3.617179,-167.979105,-88.348467,1
182-686,0.648621,1.280157,2.104158,-168.45533,-88.685498,3
182-634,2.026305,0,0,0,0,-1
183-803,0.734621,1.09096,2.468076,-57.466302,-30.324165,1
183-808,0.001,0.001,0.001,0,0,1
183-802,0.854229,1.627578,3.215573,-56.476119,-30.446444,2
183-807,0.458437,0.641965,1.849801,-58.543516,-30.809863,3
183-811,0.587598,0.75416,2.367352,-57.990316,-30.759559,3
183-253,0.476265,0.666929,2.045717,-58.372417,-30.791927,3
183-804,0.245027,0.343119,0.731178,-59.2754,-31.158891,4
183-805,0.001,0.001,0.001,0,0,4
183-806,0.441805,0.652945,1.627368,-58.345248,-31.01196,4
183-809,0.249297,0.349099,0.741515,-59.267403,-31.153069,1
183-810,0.407634,0.570823,1.701315,-58.636655,-30.954996,4
183-1243,1.324567,1.241184,4.993446,-57.415373,-29.331252,4
183-1247,0.450561,0.831928,1.630822,-58.191425,-30.98271,4
183-758,0.001,0,0,0,0,-1
184-32,0.001,0.001,0.001,0,0,3
184-67,0.001,0.001,0.001,0,0,3
184-715,0.001,0.001,0.001,0,0,3
184-717,0.001,0.001,0.001,0,0,4
184-716,0.001,0.001,0.001,0,0,3
184-499,0.001,0.001,0.001,0,0,3
184-1379,1.329204,0.969252,4.214059,-58.11121,-36.232982,3
184-639,0.001,0,0,0,0,-1
187-838,0.293381,0.610914,1.05106,-92.975303,-53.04638,3
187-839,0.001,0.001,0.001,0,0,3
187-840,0.324894,0.604766,1.167356,-92.983798,-53.18506,3
187-743,0.260304,0.542036,0.964012,-93.081013,-53.198714,4
187-842,0.393909,0.724523,1.53044,-92.653579,-52.889064,3
187-1045,0.001,0.001,0.001,0,0,3
187-763,0.224333,0,0,0,0,-1
189-395,0.337513,0.691916,1.552639,-66.726921,-41.545835,2
189-866,0.001,0.001,0.001,0,0,2
189-869,1.120361,1.18612,4.256325,-65.35944,-40.020856,2
189-865,0.464952,0.62203,1.893713,-67.132424,-41.316837,3
189-868,0.880184,1.101694,3.261509,-66.359553,-40.62077,3
189-870,0.82517,0.956054,2.821118,-66.676457,-40.923373,3
189-867,0.001,0.001,0.001,0,0,4
189-872,0.001,0.001,0.001,0,0,3
189-873,0.163179,0.334524,0.48922,-67.856025,-41.833101,3
189-767,0.506301,0,0,0,0,-1
190-15,0.607548,0.895229,2.109077,-92.404685,-55.52386,1
190-391,0.001,0.387352,0.001,-93.459091,0,1
190-285,0.001,0.001,0.001,0,0,2
190-390,0.209919,0.386108,0.612137,-93.4612,-55.997236,3
190-864,0.001,0.001,0.001,0,0,3
190-894,0.789685,0,0,0,0,-1
196-51,1.849111,2.088363,8.270868,-88.742034,-51.267855,2
196-185,1.178864,1.484885,5.120175,-90.271246,-52.89228,2
196-874,0.941099,0.674993,4.469375,-92.517197,-53.037756,2
196-878,1.166681,0.83679,5.157059,-92.017818,-52.17207,3
196-879,1.746647,1.311858,5.904268,-91.889884,-50.6685,3
196-880,1.0021,0.718746,3.903561,-92.662099,-52.638751,3
196-12,0.676538,0.745859,1.986706,-92.791226,-53.084007,4
196-875,0.609633,0.528807,1.652687,-93.282611,-52.508509,2
196-876,1.200891,1.032427,5.00658,-91.791081,-52.768018,2
196-202,1.634469,1.373156,7.722907,-90.230424,-52.00516,3
196-746,1.069429,1.088394,3.15754,-92.117003,-53.116453,3
196-13,0.833706,1.134437,3.220475,-91.559488,-53.040334,3
196-184,0.001,0,0,0,0,-1
200-1134,0.554893,0.649375,2.031986,-101.30694,-57.261067,2
200-1137,0.2429,0.272981,0.753505,-102.313855,-57.486622,2
